chr	end	rsID	gene.symbol	ClinicalSignificance.1	PhenotypeList	trait	pvalue	start.x	start.y	epi_chr	epi_start	epi_end	epi_state	eQTL_gut_tissue	eQTL_gut_gene
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234666800	234673600	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A3	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A3	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A8	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A8	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A7	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A9	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A9	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A4	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A3	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A3	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A3	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A3	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234666800	234673600	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234666800	234673600	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234671400	234675200	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234666800	234673600	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234666800	234673600	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A1	NA	NA	obesity	5e-93	234673308	234673309	chr2	234669200	234683800	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672000	234673600	1_TssA	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A10	NA	NA	obesity	5e-93	234673308	234673309	chr2	234667200	234673800	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A6	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672800	234685400	5_TxWk	ENSG00000244122.2	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000167165.14	Esophagus_Mucosa
chr2	234673309	rs4148325	UGT1A5	NA	NA	obesity	5e-93	234673308	234673309	chr2	234672400	234673600	7_Enh	ENSG00000244122.2	Esophagus_Mucosa
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62269200	62269800	5_TxWk	ENSG00000101216.6	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62269200	62269800	5_TxWk	ENSG00000197457.5	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62260400	62271000	5_TxWk	ENSG00000101216.6	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62260400	62271000	5_TxWk	ENSG00000197457.5	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62269000	62269800	5_TxWk	ENSG00000101216.6	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62269000	62269800	5_TxWk	ENSG00000197457.5	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62261200	62272600	5_TxWk	ENSG00000101216.6	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62261200	62272600	5_TxWk	ENSG00000197457.5	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62268800	62271400	5_TxWk	ENSG00000101216.6	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62268800	62271400	5_TxWk	ENSG00000197457.5	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62261200	62272600	5_TxWk	ENSG00000101216.6	Esophagus_Muscularis
chr20	62269338	rs2738774	STMN3	NA	NA	type I diabetes mellitus	9e-07	62269337	62269338	chr20	62261200	62272600	5_TxWk	ENSG00000197457.5	Esophagus_Muscularis
chr21	44779680	rs496300	SIK1	NA	NA	metabolic syndrome	4e-07	44779679	44779680	chr21	44768400	44781000	5_TxWk	ENSG00000237989.1	Esophagus_Muscularis
chr21	44779680	rs496300	SIK1	NA	NA	metabolic syndrome	4e-07	44779679	44779680	chr21	44770200	44780400	5_TxWk	ENSG00000237989.1	Esophagus_Muscularis
chr21	44779680	rs496300	SIK1	NA	NA	metabolic syndrome	4e-07	44779679	44779680	chr21	44763600	44780800	5_TxWk	ENSG00000237989.1	Esophagus_Muscularis
chr21	44779680	rs496300	SIK1	NA	NA	metabolic syndrome	4e-07	44779679	44779680	chr21	44779600	44780800	5_TxWk	ENSG00000237989.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46696600	46706000	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46695000	46706400	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46694800	46706400	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46698800	46702000	5_TxWk	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46696600	46705800	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46694000	46706200	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46692000	46706000	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46692200	46706200	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46692400	46706000	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46695000	46705200	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46689600	46706000	4_Tx	ENSG00000223768.1	Esophagus_Muscularis
chr21	46699777	rs4819052	POFUT2	NA	NA	type II diabetes mellitus	8e-06	46699776	46699777	chr21	46697600	46706400	5_TxWk	ENSG00000223768.1	Esophagus_Muscularis
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30580600	30582800	7_Enh	ENSG00000100296.9	Esophagus_Muscularis
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30580600	30582800	7_Enh	ENSG00000184117.7	Esophagus_Mucosa
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30580600	30582800	7_Enh	ENSG00000100296.9	Colon_Sigmoid
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581200	30591400	5_TxWk	ENSG00000100296.9	Esophagus_Muscularis
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581200	30591400	5_TxWk	ENSG00000184117.7	Esophagus_Mucosa
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581200	30591400	5_TxWk	ENSG00000100296.9	Colon_Sigmoid
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30580600	30583000	7_Enh	ENSG00000100296.9	Esophagus_Muscularis
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30580600	30583000	7_Enh	ENSG00000184117.7	Esophagus_Mucosa
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30580600	30583000	7_Enh	ENSG00000100296.9	Colon_Sigmoid
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30579600	30582000	5_TxWk	ENSG00000100296.9	Esophagus_Muscularis
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30579600	30582000	5_TxWk	ENSG00000184117.7	Esophagus_Mucosa
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30579600	30582000	5_TxWk	ENSG00000100296.9	Colon_Sigmoid
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581000	30583200	7_Enh	ENSG00000100296.9	Esophagus_Muscularis
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581000	30583200	7_Enh	ENSG00000184117.7	Esophagus_Mucosa
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581000	30583200	7_Enh	ENSG00000100296.9	Colon_Sigmoid
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581200	30582600	5_TxWk	ENSG00000100296.9	Esophagus_Muscularis
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581200	30582600	5_TxWk	ENSG00000184117.7	Esophagus_Mucosa
chr22	30581722	rs5753037	LIF	NA	NA	type I diabetes mellitus	3e-16	30581721	30581722	chr22	30581200	30582600	5_TxWk	ENSG00000100296.9	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31642800	31648200	7_Enh	ENSG00000198089.10	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31642800	31648200	7_Enh	ENSG00000198089.10	Colon_Transverse
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31642800	31648200	7_Enh	ENSG00000198089.10	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31642800	31648200	7_Enh	ENSG00000138942.11	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31642800	31648200	7_Enh	ENSG00000182541.13	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31642800	31648200	7_Enh	ENSG00000198089.10	Esophagus_Mucosa
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644200	31646400	1_TssA	ENSG00000198089.10	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644200	31646400	1_TssA	ENSG00000198089.10	Colon_Transverse
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644200	31646400	1_TssA	ENSG00000198089.10	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644200	31646400	1_TssA	ENSG00000138942.11	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644200	31646400	1_TssA	ENSG00000182541.13	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644200	31646400	1_TssA	ENSG00000198089.10	Esophagus_Mucosa
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645000	31645800	6_EnhG	ENSG00000198089.10	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645000	31645800	6_EnhG	ENSG00000198089.10	Colon_Transverse
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645000	31645800	6_EnhG	ENSG00000198089.10	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645000	31645800	6_EnhG	ENSG00000138942.11	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645000	31645800	6_EnhG	ENSG00000182541.13	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645000	31645800	6_EnhG	ENSG00000198089.10	Esophagus_Mucosa
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644000	31647200	3_TxFlnk	ENSG00000198089.10	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644000	31647200	3_TxFlnk	ENSG00000198089.10	Colon_Transverse
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644000	31647200	3_TxFlnk	ENSG00000198089.10	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644000	31647200	3_TxFlnk	ENSG00000138942.11	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644000	31647200	3_TxFlnk	ENSG00000182541.13	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644000	31647200	3_TxFlnk	ENSG00000198089.10	Esophagus_Mucosa
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645600	31648800	7_Enh	ENSG00000198089.10	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645600	31648800	7_Enh	ENSG00000198089.10	Colon_Transverse
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645600	31648800	7_Enh	ENSG00000198089.10	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645600	31648800	7_Enh	ENSG00000138942.11	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645600	31648800	7_Enh	ENSG00000182541.13	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31645600	31648800	7_Enh	ENSG00000198089.10	Esophagus_Mucosa
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644600	31648200	6_EnhG	ENSG00000198089.10	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644600	31648200	6_EnhG	ENSG00000198089.10	Colon_Transverse
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644600	31648200	6_EnhG	ENSG00000198089.10	Colon_Sigmoid
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644600	31648200	6_EnhG	ENSG00000138942.11	Esophagus_Muscularis
chr22	31645759	rs2106294	LIMK2	NA	NA	diabetic nephropathy	4e-06	31645758	31645759	chr22	31644600	31648200	6_EnhG	ENSG00000182541.13	Colon_Sigmoid
